image_path,xmin,ymin,xmax,ymax,class
LineCharts/4_line_58.png,-26,789,93,95,YAxisbbox
LineCharts/4_line_58.png,353,545,568,428,Legendbbox
LineCharts/3_line_59.png,96,831,763,782,XAxisbbox
LineCharts/3_line_59.png,-7,790,93,95,YAxisbbox
LineCharts/3_line_59.png,357,289,540,201,Legendbbox
LineCharts/5_line_60.png,79,909,806,782,XAxisbbox
LineCharts/5_line_60.png,-40,797,93,125,YAxisbbox
LineCharts/5_line_60.png,187,512,371,401,Legendbbox
LineCharts/2_line_61.png,85,870,799,782,XAxisbbox
LineCharts/2_line_61.png,-29,792,93,95,YAxisbbox
LineCharts/2_line_61.png,300,609,602,526,Legendbbox
LineCharts/2_line_62.png,80,1020,777,782,XAxisbbox
LineCharts/2_line_62.png,-27,743,93,126,YAxisbbox
LineCharts/2_line_62.png,338,347,528,281,Legendbbox
LineCharts/5_line_63.png,97,1008,760,782,XAxisbbox
LineCharts/5_line_63.png,32,788,93,95,YAxisbbox
LineCharts/5_line_63.png,581,363,815,206,Legendbbox
LineCharts/2_line_64.png,85,952,780,782,XAxisbbox
LineCharts/2_line_64.png,-27,781,93,95,YAxisbbox
LineCharts/2_line_64.png,413,599,612,528,Legendbbox
LineCharts/3_line_65.png,97,964,757,782,XAxisbbox
LineCharts/3_line_65.png,23,787,93,95,YAxisbbox
LineCharts/3_line_65.png,359,588,554,499,Legendbbox
LineCharts/4_line_66.png,80,905,777,782,XAxisbbox
LineCharts/4_line_66.png,35,768,93,126,YAxisbbox
LineCharts/4_line_66.png,578,432,777,341,Legendbbox
LineCharts/5_line_67.png,80,873,776,782,XAxisbbox
LineCharts/5_line_67.png,31,762,93,126,YAxisbbox
LineCharts/5_line_67.png,280,338,441,226,Legendbbox
LineCharts/4_line_68.png,85,987,775,782,XAxisbbox
LineCharts/4_line_68.png,25,776,93,126,YAxisbbox
LineCharts/4_line_68.png,460,446,686,320,Legendbbox
LineCharts/4_line_69.png,79,895,806,782,XAxisbbox
LineCharts/4_line_69.png,15,806,93,116,YAxisbbox
LineCharts/4_line_69.png,189,373,398,236,Legendbbox
LineCharts/3_line_70.png,97,974,787,782,XAxisbbox
LineCharts/3_line_70.png,-23,768,93,126,YAxisbbox
LineCharts/3_line_70.png,268,371,474,299,Legendbbox
LineCharts/2_line_71.png,97,1036,758,782,XAxisbbox
LineCharts/2_line_71.png,8,753,93,95,YAxisbbox
LineCharts/2_line_71.png,501,297,684,247,Legendbbox
LineCharts/3_line_72.png,85,1010,800,782,XAxisbbox
LineCharts/3_line_72.png,31,765,93,95,YAxisbbox
LineCharts/3_line_72.png,453,613,614,544,Legendbbox
LineCharts/5_line_73.png,89,903,770,782,XAxisbbox
LineCharts/5_line_73.png,16,753,93,126,YAxisbbox
LineCharts/5_line_73.png,542,485,797,313,Legendbbox
LineCharts/4_line_74.png,85,958,776,782,XAxisbbox
LineCharts/4_line_74.png,-9,743,93,126,YAxisbbox
LineCharts/4_line_74.png,199,596,359,502,Legendbbox
LineCharts/2_line_75.png,85,895,776,782,XAxisbbox
LineCharts/2_line_75.png,1,754,93,126,YAxisbbox
LineCharts/2_line_75.png,557,521,665,472,Legendbbox
LineCharts/2_line_76.png,85,900,778,782,XAxisbbox
LineCharts/2_line_76.png,14,750,93,126,YAxisbbox
LineCharts/2_line_76.png,389,611,574,545,Legendbbox
LineCharts/2_line_77.png,97,837,787,782,XAxisbbox
LineCharts/2_line_77.png,22,805,93,121,YAxisbbox
LineCharts/2_line_77.png,576,619,833,547,Legendbbox
LineCharts/3_line_78.png,101,1030,755,782,XAxisbbox
LineCharts/3_line_78.png,14,753,93,126,YAxisbbox
LineCharts/3_line_78.png,242,544,471,439,Legendbbox
LineCharts/3_line_79.png,96,937,764,782,XAxisbbox
LineCharts/3_line_79.png,4,805,93,118,YAxisbbox
LineCharts/3_line_79.png,275,542,466,453,Legendbbox
LineCharts/3_line_80.png,85,852,776,782,XAxisbbox
LineCharts/3_line_80.png,0,757,93,125,YAxisbbox
LineCharts/3_line_80.png,441,554,635,482,Legendbbox
LineCharts/2_line_81.png,96,979,764,782,XAxisbbox
LineCharts/2_line_81.png,5,790,93,95,YAxisbbox
LineCharts/2_line_81.png,573,314,814,243,Legendbbox
LineCharts/2_line_82.png,85,994,800,782,XAxisbbox
LineCharts/2_line_82.png,10,793,93,126,YAxisbbox
LineCharts/2_line_82.png,335,591,525,531,Legendbbox
LineCharts/2_line_83.png,96,905,764,782,XAxisbbox
LineCharts/2_line_83.png,-18,743,93,126,YAxisbbox
LineCharts/2_line_83.png,469,589,800,506,Legendbbox
LineCharts/2_line_84.png,85,906,782,782,XAxisbbox
LineCharts/2_line_84.png,24,770,93,126,YAxisbbox
LineCharts/2_line_84.png,490,467,672,395,Legendbbox
LineCharts/2_line_85.png,97,844,757,782,XAxisbbox
LineCharts/2_line_85.png,-39,789,93,95,YAxisbbox
LineCharts/2_line_85.png,191,306,428,240,Legendbbox
LineCharts/2_line_86.png,101,951,755,782,XAxisbbox
LineCharts/2_line_86.png,1,743,93,126,YAxisbbox
LineCharts/2_line_86.png,330,562,431,512,Legendbbox
LineCharts/5_line_87.png,97,914,787,782,XAxisbbox
LineCharts/5_line_87.png,-23,778,93,126,YAxisbbox
LineCharts/5_line_87.png,346,293,525,176,Legendbbox
LineCharts/5_line_88.png,97,857,761,782,XAxisbbox
LineCharts/5_line_88.png,21,788,93,95,YAxisbbox
LineCharts/5_line_88.png,513,290,802,120,Legendbbox
LineCharts/2_line_89.png,92,1008,770,782,XAxisbbox
LineCharts/2_line_89.png,-25,789,93,95,YAxisbbox
LineCharts/2_line_89.png,234,442,493,367,Legendbbox
LineCharts/4_line_90.png,85,865,771,782,XAxisbbox
LineCharts/4_line_90.png,23,795,93,95,YAxisbbox
LineCharts/4_line_90.png,194,442,349,326,Legendbbox
LineCharts/2_line_91.png,92,1001,769,782,XAxisbbox
LineCharts/2_line_91.png,13,797,93,121,YAxisbbox
LineCharts/2_line_91.png,443,420,600,353,Legendbbox
LineCharts/3_line_92.png,97,1052,760,782,XAxisbbox
LineCharts/3_line_92.png,25,753,93,126,YAxisbbox
LineCharts/3_line_92.png,488,548,721,451,Legendbbox
LineCharts/3_line_93.png,89,885,770,782,XAxisbbox
LineCharts/3_line_93.png,12,785,145,81,YAxisbbox
LineCharts/3_line_93.png,195,594,487,473,Legendbbox
LineCharts/3_line_94.png,101,944,759,782,XAxisbbox
LineCharts/3_line_94.png,-26,762,93,95,YAxisbbox
LineCharts/3_line_94.png,366,390,482,318,Legendbbox
LineCharts/5_line_95.png,85,927,775,782,XAxisbbox
LineCharts/5_line_95.png,-2,750,93,126,YAxisbbox
LineCharts/5_line_95.png,504,598,675,487,Legendbbox
LineCharts/5_line_96.png,97,918,763,782,XAxisbbox
LineCharts/5_line_96.png,-16,778,93,126,YAxisbbox
LineCharts/5_line_96.png,310,369,514,212,Legendbbox
LineCharts/4_line_97.png,96,963,763,782,XAxisbbox
LineCharts/4_line_97.png,20,791,93,95,YAxisbbox
LineCharts/4_line_97.png,376,544,558,454,Legendbbox
LineCharts/2_line_98.png,89,877,795,782,XAxisbbox
LineCharts/2_line_98.png,-29,767,93,126,YAxisbbox
LineCharts/2_line_98.png,298,584,462,501,Legendbbox
LineCharts/3_line_99.png,85,1015,776,782,XAxisbbox
LineCharts/3_line_99.png,-29,746,93,126,YAxisbbox
LineCharts/3_line_99.png,577,365,834,244,Legendbbox
LineCharts/2_line_100.png,97,854,759,782,XAxisbbox
LineCharts/2_line_100.png,-14,781,93,95,YAxisbbox
LineCharts/2_line_100.png,287,598,451,515,Legendbbox
LineCharts/3_line_101.png,80,943,804,782,XAxisbbox
LineCharts/3_line_101.png,-14,794,93,95,YAxisbbox
LineCharts/3_line_101.png,412,442,709,338,Legendbbox
LineCharts/3_line_102.png,85,1008,775,782,XAxisbbox
LineCharts/3_line_102.png,-14,746,93,125,YAxisbbox
LineCharts/3_line_102.png,336,368,508,271,Legendbbox
LineCharts/2_line_103.png,80,1032,804,782,XAxisbbox
LineCharts/2_line_103.png,32,800,93,95,YAxisbbox
LineCharts/2_line_103.png,274,545,483,498,Legendbbox
LineCharts/3_line_104.png,92,852,793,782,XAxisbbox
LineCharts/3_line_104.png,26,785,93,126,YAxisbbox
LineCharts/3_line_104.png,199,300,527,179,Legendbbox
LineCharts/4_line_105.png,97,965,759,782,XAxisbbox
LineCharts/4_line_105.png,20,797,93,120,YAxisbbox
LineCharts/4_line_105.png,203,362,420,235,Legendbbox
LineCharts/3_line_106.png,97,1037,787,782,XAxisbbox
LineCharts/3_line_106.png,-6,775,93,126,YAxisbbox
LineCharts/3_line_106.png,561,569,732,501,Legendbbox
LineCharts/3_line_107.png,85,967,777,782,XAxisbbox
LineCharts/3_line_107.png,-27,805,93,117,YAxisbbox
LineCharts/3_line_107.png,250,527,478,423,Legendbbox
LineCharts/3_line_108.png,85,869,775,782,XAxisbbox
LineCharts/3_line_108.png,-31,753,93,126,YAxisbbox
LineCharts/3_line_108.png,468,567,703,446,Legendbbox
LineCharts/5_line_109.png,85,1027,777,782,XAxisbbox
LineCharts/5_line_109.png,-18,760,93,126,YAxisbbox
LineCharts/5_line_109.png,401,512,646,340,Legendbbox
LineCharts/3_line_110.png,89,1013,770,782,XAxisbbox
LineCharts/3_line_110.png,-21,787,145,81,YAxisbbox
LineCharts/3_line_110.png,540,489,720,385,Legendbbox
LineCharts/5_line_111.png,79,1030,777,782,XAxisbbox
LineCharts/5_line_111.png,-4,751,93,126,YAxisbbox
LineCharts/5_line_111.png,547,304,818,107,Legendbbox
LineCharts/5_line_112.png,97,944,758,782,XAxisbbox
LineCharts/5_line_112.png,20,788,93,95,YAxisbbox
LineCharts/5_line_112.png,292,445,546,301,Legendbbox
LineCharts/3_line_113.png,89,1044,770,782,XAxisbbox
LineCharts/3_line_113.png,-26,747,93,126,YAxisbbox
LineCharts/3_line_113.png,530,399,814,295,Legendbbox
LineCharts/4_line_114.png,97,920,760,782,XAxisbbox
LineCharts/4_line_114.png,-42,750,93,126,YAxisbbox
LineCharts/4_line_114.png,250,344,483,207,Legendbbox
LineCharts/2_line_115.png,97,950,757,782,XAxisbbox
LineCharts/2_line_115.png,-36,754,93,126,YAxisbbox
LineCharts/2_line_115.png,350,458,522,392,Legendbbox
LineCharts/4_line_116.png,97,924,757,782,XAxisbbox
LineCharts/4_line_116.png,25,744,93,126,YAxisbbox
LineCharts/4_line_116.png,248,420,405,325,Legendbbox
LineCharts/3_line_117.png,85,880,776,782,XAxisbbox
LineCharts/3_line_117.png,9,806,93,120,YAxisbbox
LineCharts/3_line_117.png,334,400,543,312,Legendbbox
LineCharts/2_line_118.png,92,1024,793,782,XAxisbbox
LineCharts/2_line_118.png,22,781,93,116,YAxisbbox
LineCharts/2_line_118.png,351,603,558,536,Legendbbox
LineCharts/3_line_119.png,97,979,760,782,XAxisbbox
LineCharts/3_line_119.png,-9,759,93,126,YAxisbbox
LineCharts/3_line_119.png,471,454,744,333,Legendbbox
LineCharts/5_line_120.png,85,971,775,782,XAxisbbox
LineCharts/5_line_120.png,3,794,93,95,YAxisbbox
LineCharts/5_line_120.png,517,355,733,211,Legendbbox
LineCharts/3_line_121.png,89,1010,770,782,XAxisbbox
LineCharts/3_line_121.png,-22,746,93,126,YAxisbbox
LineCharts/3_line_121.png,189,372,461,268,Legendbbox
LineCharts/5_line_122.png,85,917,776,782,XAxisbbox
LineCharts/5_line_122.png,19,754,93,126,YAxisbbox
LineCharts/5_line_122.png,583,353,885,157,Legendbbox
LineCharts/5_line_123.png,97,974,757,782,XAxisbbox
LineCharts/5_line_123.png,18,787,145,81,YAxisbbox
LineCharts/5_line_123.png,305,455,579,285,Legendbbox
LineCharts/5_line_124.png,97,850,787,782,XAxisbbox
LineCharts/5_line_124.png,-5,762,93,126,YAxisbbox
LineCharts/5_line_124.png,360,285,540,167,Legendbbox
LineCharts/3_line_125.png,80,1037,777,782,XAxisbbox
LineCharts/3_line_125.png,-21,753,93,126,YAxisbbox
LineCharts/3_line_125.png,238,530,347,462,Legendbbox
LineCharts/3_line_126.png,92,943,765,782,XAxisbbox
LineCharts/3_line_126.png,-31,805,93,118,YAxisbbox
LineCharts/3_line_126.png,443,305,699,217,Legendbbox
LineCharts/3_line_127.png,96,993,764,782,XAxisbbox
LineCharts/3_line_127.png,-7,754,93,126,YAxisbbox
LineCharts/3_line_127.png,361,370,521,281,Legendbbox
LineCharts/2_line_128.png,85,988,777,782,XAxisbbox
LineCharts/2_line_128.png,37,805,93,120,YAxisbbox
LineCharts/2_line_128.png,568,342,758,293,Legendbbox
LineCharts/3_line_129.png,85,859,774,782,XAxisbbox
LineCharts/3_line_129.png,-13,746,93,126,YAxisbbox
LineCharts/3_line_129.png,270,518,476,421,Legendbbox
LineCharts/3_line_130.png,85,1047,771,782,XAxisbbox
LineCharts/3_line_130.png,-11,753,93,126,YAxisbbox
LineCharts/3_line_130.png,284,520,413,449,Legendbbox
LineCharts/3_line_131.png,97,881,787,782,XAxisbbox
LineCharts/3_line_131.png,-11,797,93,124,YAxisbbox
LineCharts/3_line_131.png,400,382,593,293,Legendbbox
LineCharts/4_line_132.png,89,960,768,782,XAxisbbox
LineCharts/4_line_132.png,-38,806,93,119,YAxisbbox
LineCharts/4_line_132.png,376,511,574,395,Legendbbox
LineCharts/3_line_133.png,80,928,804,782,XAxisbbox
LineCharts/3_line_133.png,18,781,93,126,YAxisbbox
LineCharts/3_line_133.png,240,357,410,289,Legendbbox
LineCharts/4_line_134.png,85,879,776,782,XAxisbbox
LineCharts/4_line_134.png,9,792,93,95,YAxisbbox
LineCharts/4_line_134.png,535,567,699,473,Legendbbox
LineCharts/5_line_135.png,97,878,760,782,XAxisbbox
LineCharts/5_line_135.png,-1,753,93,126,YAxisbbox
LineCharts/5_line_135.png,528,360,779,202,Legendbbox
LineCharts/5_line_136.png,85,869,774,782,XAxisbbox
LineCharts/5_line_136.png,4,791,93,95,YAxisbbox
LineCharts/5_line_136.png,485,351,668,238,Legendbbox
LineCharts/5_line_137.png,97,867,759,782,XAxisbbox
LineCharts/5_line_137.png,16,753,93,126,YAxisbbox
LineCharts/5_line_137.png,509,599,641,487,Legendbbox
LineCharts/4_line_138.png,85,920,779,782,XAxisbbox
LineCharts/4_line_138.png,10,806,93,118,YAxisbbox
LineCharts/4_line_138.png,406,490,630,374,Legendbbox
LineCharts/4_line_139.png,85,849,776,782,XAxisbbox
LineCharts/4_line_139.png,24,806,93,119,YAxisbbox
LineCharts/4_line_139.png,414,519,714,382,Legendbbox
LineCharts/4_line_140.png,96,1040,763,782,XAxisbbox
LineCharts/4_line_140.png,29,792,93,95,YAxisbbox
LineCharts/4_line_140.png,343,393,664,256,Legendbbox
LineCharts/2_line_141.png,97,997,760,782,XAxisbbox
LineCharts/2_line_141.png,-29,743,93,126,YAxisbbox
LineCharts/2_line_141.png,336,560,537,510,Legendbbox
LineCharts/3_line_142.png,85,856,777,782,XAxisbbox
LineCharts/3_line_142.png,24,763,93,126,YAxisbbox
LineCharts/3_line_142.png,194,601,417,480,Legendbbox
LineCharts/5_line_143.png,97,1001,758,782,XAxisbbox
LineCharts/5_line_143.png,6,785,145,81,YAxisbbox
LineCharts/5_line_143.png,571,516,834,347,Legendbbox
LineCharts/5_line_144.png,89,1034,767,782,XAxisbbox
LineCharts/5_line_144.png,-10,767,93,126,YAxisbbox
LineCharts/5_line_144.png,206,294,357,178,Legendbbox
LineCharts/4_line_145.png,79,969,806,782,XAxisbbox
LineCharts/4_line_145.png,22,777,93,126,YAxisbbox
LineCharts/4_line_145.png,225,533,438,417,Legendbbox
LineCharts/5_line_146.png,85,940,774,782,XAxisbbox
LineCharts/5_line_146.png,28,750,145,81,YAxisbbox
LineCharts/5_line_146.png,558,555,854,398,Legendbbox
LineCharts/4_line_147.png,97,976,760,782,XAxisbbox
LineCharts/4_line_147.png,32,764,93,126,YAxisbbox
LineCharts/4_line_147.png,257,501,449,411,Legendbbox
LineCharts/4_line_148.png,79,1043,777,782,XAxisbbox
LineCharts/4_line_148.png,30,793,93,95,YAxisbbox
LineCharts/4_line_148.png,511,464,692,375,Legendbbox
LineCharts/5_line_149.png,85,982,774,782,XAxisbbox
LineCharts/5_line_149.png,-13,743,93,126,YAxisbbox
LineCharts/5_line_149.png,227,435,470,278,Legendbbox
LineCharts/5_line_150.png,80,919,776,782,XAxisbbox
LineCharts/5_line_150.png,-11,770,93,126,YAxisbbox
LineCharts/5_line_150.png,242,567,418,450,Legendbbox
LineCharts/4_line_151.png,85,870,776,782,XAxisbbox
LineCharts/4_line_151.png,-9,776,93,126,YAxisbbox
LineCharts/4_line_151.png,247,466,597,307,Legendbbox
LineCharts/4_line_152.png,92,973,769,782,XAxisbbox
LineCharts/4_line_152.png,20,752,93,126,YAxisbbox
LineCharts/4_line_152.png,283,449,533,332,Legendbbox
LineCharts/4_line_153.png,97,913,757,782,XAxisbbox
LineCharts/4_line_153.png,-13,743,93,126,YAxisbbox
LineCharts/4_line_153.png,275,317,592,158,Legendbbox
LineCharts/3_line_154.png,79,959,777,782,XAxisbbox
LineCharts/3_line_154.png,33,767,93,126,YAxisbbox
LineCharts/3_line_154.png,225,396,445,299,Legendbbox
LineCharts/4_line_155.png,97,904,759,782,XAxisbbox
